room_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,minimum_nights,availability_365,number_of_reviews,review_scores_rating,price,host_days,host_identity_verified,host_is_superhost
2029458.0,-33.86955716,151.1911757,2.0,1.0,1.0,1.0,300.0,20.0,1.0,0.0,3.0,100.0,100.0,2644.0,1.0,0.0
2033021.0,-33.89552345,151.2112946,2.0,2.0,1.0,1.0,200.0,50.0,2.0,89.0,1.0,100.0,120.0,1880.0,0.0,0.0
2033231.0,-33.88352791,151.2811194,3.0,1.0,1.0,1.0,1000.0,60.0,1.0,0.0,2.0,100.0,180.0,1906.0,0.0,0.0
2034182.0,-33.8030216,151.2416523,8.0,4.0,4.0,6.0,1000.0,130.0,14.0,0.0,1.0,96.0,386.0,1876.0,0.0,0.0
2035168.0,-33.88103068,151.1807126,2.0,1.0,1.0,1.0,400.0,100.0,3.0,0.0,1.0,100.0,179.0,1876.0,1.0,0.0
2035951.0,-33.99822979,151.1368009,8.0,2.0,4.0,6.0,1000.0,310.0,2.0,278.0,81.0,90.0,281.0,1876.0,0.0,0.0
2040070.0,-33.89150518,151.1994871,2.0,1.0,1.0,1.0,150.0,20.0,11.0,0.0,13.0,94.0,100.0,1845.0,0.0,0.0
2040270.0,-33.79606943,151.2210392,4.0,1.0,3.0,3.0,300.0,60.0,7.0,156.0,6.0,100.0,165.0,2503.0,0.0,0.0
2041490.0,-33.90767742,151.2642006,6.0,1.0,2.0,4.0,500.0,80.0,1.0,315.0,103.0,91.0,161.0,1845.0,1.0,0.0
2045901.0,-33.8800343,151.2116096,2.0,1.0,1.0,1.0,300.0,40.0,1.0,358.0,67.0,98.0,146.0,2266.0,0.0,1.0
2046252.0,-33.85716618,151.1934878,3.0,1.0,2.0,2.0,200.0,180.0,5.0,302.0,34.0,91.0,152.0,1815.0,0.0,0.0
2046525.0,-33.95549281,151.2474643,2.0,1.0,1.0,1.0,300.0,60.0,1.0,334.0,4.0,100.0,50.0,1815.0,0.0,0.0
2047082.0,-33.88612981,151.2824944,2.0,1.0,1.0,1.0,300.0,30.0,1.0,83.0,18.0,92.0,76.0,1784.0,1.0,0.0
2050709.0,-33.82968357,151.2186718,5.0,2.0,3.0,2.0,300.0,60.0,4.0,0.0,0.0,96.0,179.0,1937.0,0.0,0.0
2051232.0,-33.78631216,151.1192847,2.0,1.0,1.0,1.0,300.0,60.0,1.0,0.0,1.0,100.0,116.0,1784.0,0.0,0.0
2051351.0,-33.89360518,151.27391,2.0,1.0,1.0,1.0,300.0,70.0,5.0,0.0,7.0,86.0,180.0,1784.0,0.0,0.0
2051402.0,-33.89096611,151.2660142,6.0,2.0,3.0,4.0,1000.0,250.0,7.0,195.0,0.0,96.0,650.0,1784.0,0.0,0.0
2051577.0,-33.89037931,151.281495,3.0,1.0,1.0,1.0,300.0,75.0,1.0,365.0,26.0,93.0,225.0,1784.0,1.0,0.0
2051579.0,-33.90708562,151.2468194,4.0,1.0,2.0,1.0,300.0,60.0,3.0,0.0,9.0,98.0,120.0,1784.0,1.0,0.0
2052297.0,-33.87506877,151.2198449,2.0,1.0,1.0,1.0,1000.0,60.0,14.0,0.0,2.0,100.0,200.0,1753.0,0.0,0.0
2053171.0,-33.89734803,151.270761,2.0,1.0,1.0,1.0,0.0,79.0,2.0,364.0,9.0,98.0,190.0,1753.0,1.0,0.0
2057301.0,-33.63790673,151.3277698,2.0,2.0,1.0,1.0,250.0,50.0,5.0,0.0,1.0,100.0,250.0,1683.0,0.0,0.0
2057457.0,-33.89829476,151.2710814,2.0,1.0,1.0,1.0,1000.0,200.0,2.0,203.0,5.0,88.0,148.0,1753.0,1.0,0.0
2058178.0,-33.89033739,151.2144312,2.0,1.0,1.0,1.0,200.0,70.0,3.0,0.0,4.0,100.0,171.0,1835.0,1.0,0.0
2058365.0,-33.89655587,151.2734524,2.0,1.0,1.0,1.0,1000.0,100.0,3.0,74.0,13.0,95.0,214.0,1723.0,1.0,0.0
2058631.0,-33.89047741,151.1718047,2.0,1.0,0.0,1.0,400.0,60.0,2.0,247.0,109.0,96.0,130.0,1723.0,1.0,1.0
2061696.0,-33.88663805,151.2702474,2.0,1.0,1.0,1.0,250.0,50.0,2.0,0.0,1.0,100.0,120.0,2315.0,1.0,0.0
2062003.0,-33.86425727,151.1658863,3.0,2.5,2.0,3.0,300.0,50.0,2.0,251.0,67.0,98.0,140.0,1945.0,0.0,1.0
2062456.0,-33.91846139,151.2603905,4.0,1.0,2.0,2.0,500.0,250.0,7.0,188.0,0.0,96.0,519.0,2988.0,1.0,0.0
2063785.0,-33.8879191,151.2766094,4.0,1.0,2.0,2.0,500.0,100.0,5.0,0.0,3.0,87.0,189.0,1692.0,0.0,0.0
2064031.0,-33.89463706,151.2703236,2.0,0.0,1.0,1.0,300.0,60.0,14.0,89.0,0.0,96.0,90.0,1692.0,0.0,0.0
2068052.0,-33.89028478,151.2629536,1.0,1.0,1.0,1.0,300.0,60.0,7.0,0.0,0.0,96.0,120.0,2087.0,0.0,0.0
2068171.0,-33.8814319,151.2206097,2.0,1.0,1.0,1.0,500.0,60.0,3.0,248.0,4.0,87.0,169.0,1662.0,1.0,0.0
2068981.0,-33.88993549,151.2632006,2.0,1.0,1.0,1.0,300.0,70.0,3.0,0.0,14.0,94.0,179.0,2195.0,0.0,0.0
2072584.0,-33.88967788,151.2739217,2.0,1.0,1.0,1.0,300.0,100.0,5.0,0.0,9.0,87.0,173.0,1661.0,1.0,0.0
2073474.0,-33.95833821,151.1156807,3.0,1.0,1.0,2.0,200.0,49.0,3.0,358.0,25.0,85.0,165.0,1817.0,1.0,0.0
2074880.0,-33.88291712,151.2156616,2.0,1.0,1.0,1.0,130.0,60.0,1.0,165.0,60.0,93.0,200.0,1693.0,0.0,0.0
2075976.0,-33.84087152,151.2005359,6.0,3.5,3.0,3.0,300.0,120.0,2.0,0.0,3.0,100.0,395.0,1661.0,1.0,0.0
2075993.0,-33.88195157,151.2164116,3.0,1.0,1.0,1.0,1000.0,100.0,364.0,184.0,5.0,80.0,161.0,1883.0,0.0,0.0
2076172.0,-33.89365883,151.2679834,5.0,2.0,2.0,3.0,500.0,200.0,4.0,205.0,65.0,93.0,220.0,2223.0,1.0,1.0
2076181.0,-33.89492772,151.2686526,2.0,1.0,1.0,1.0,300.0,60.0,4.0,0.0,5.0,75.0,60.0,1661.0,0.0,0.0
2076255.0,-33.88991829,151.2821891,2.0,1.0,1.0,1.0,950.0,90.0,5.0,234.0,12.0,97.0,225.0,1660.0,1.0,1.0
2076256.0,-33.89624179,151.2693035,4.0,1.0,2.0,1.0,750.0,125.0,7.0,0.0,0.0,96.0,240.0,1818.0,1.0,0.0
2078894.0,-33.89112888,151.2586475,6.0,2.0,3.0,4.0,500.0,250.0,7.0,76.0,13.0,98.0,451.0,1680.0,1.0,0.0
2079185.0,-34.07297775,151.1408448,2.0,1.0,1.0,1.0,300.0,20.0,1.0,352.0,109.0,96.0,170.0,1660.0,0.0,0.0
2079278.0,-33.87341827,151.2361121,4.0,2.0,2.0,2.0,2500.0,200.0,7.0,216.0,0.0,96.0,540.0,1660.0,0.0,0.0
2079361.0,-33.91000157,151.2593915,2.0,2.0,1.0,1.0,500.0,30.0,3.0,0.0,5.0,84.0,112.0,2202.0,1.0,0.0
2079449.0,-33.87906525,151.1911961,6.0,1.0,2.0,2.0,200.0,75.0,2.0,0.0,98.0,82.0,180.0,2444.0,1.0,0.0
2079579.0,-33.87581154,151.2163681,2.0,1.0,1.0,1.0,300.0,60.0,7.0,0.0,0.0,96.0,161.0,1935.0,0.0,0.0
2081389.0,-33.87582172,151.2178187,2.0,1.0,1.0,1.0,300.0,50.0,1.0,0.0,0.0,96.0,120.0,1753.0,0.0,0.0
2084780.0,-33.88925478,151.2775286,4.0,1.0,2.0,3.0,400.0,175.0,5.0,218.0,75.0,93.0,80.0,2621.0,1.0,0.0
2089199.0,-33.88088108,151.2133073,2.0,1.0,1.0,1.0,200.0,30.0,2.0,0.0,68.0,93.0,80.0,1659.0,0.0,0.0
2089480.0,-33.9468296,151.2556225,4.0,1.0,2.0,4.0,200.0,40.0,1.0,80.0,23.0,89.0,140.0,2010.0,1.0,0.0
2089676.0,-33.87660587,151.215569,4.0,1.0,1.0,2.0,1000.0,50.0,5.0,0.0,2.0,100.0,130.0,1657.0,0.0,0.0
2089811.0,-33.8748399,151.2266488,3.0,1.0,0.0,1.0,200.0,55.0,3.0,156.0,98.0,89.0,111.0,1877.0,1.0,0.0
2090667.0,-33.9061524,151.1811307,2.0,2.0,1.0,1.0,300.0,60.0,1.0,0.0,0.0,96.0,60.0,1657.0,1.0,0.0
2093929.0,-33.87714686,151.2181918,2.0,1.0,1.0,1.0,300.0,60.0,2.0,35.0,65.0,93.0,120.0,1681.0,1.0,0.0
2094548.0,-33.88636338,151.1957814,2.0,1.0,1.0,1.0,300.0,60.0,1.0,365.0,0.0,96.0,200.0,2180.0,0.0,0.0
2094674.0,-33.87529141,151.2155881,2.0,1.0,1.0,1.0,500.0,50.0,3.0,89.0,7.0,97.0,148.0,1679.0,1.0,0.0
2097368.0,-33.88892205,151.2576589,2.0,1.0,1.0,1.0,150.0,40.0,1.0,0.0,97.0,94.0,112.0,1656.0,1.0,0.0
2098340.0,-33.87821368,151.2172117,2.0,1.0,1.0,1.0,0.0,0.0,30.0,0.0,7.0,97.0,91.0,1656.0,1.0,0.0
2098724.0,-33.90959977,151.2481075,2.0,1.0,1.0,1.0,300.0,60.0,1.0,0.0,1.0,97.0,70.0,1858.0,1.0,0.0
2102739.0,-33.8921638,151.2706805,4.0,1.0,3.0,3.0,1500.0,80.0,7.0,0.0,1.0,100.0,390.0,1773.0,1.0,0.0
2103486.0,-33.89350686,151.2834064,3.0,1.0,1.0,1.0,300.0,80.0,15.0,334.0,8.0,89.0,200.0,1654.0,1.0,0.0
2105539.0,-33.80301232,151.2864909,2.0,1.0,1.0,1.0,300.0,60.0,7.0,0.0,1.0,96.0,100.0,1654.0,0.0,0.0
2105711.0,-33.79542935,151.2634616,2.0,1.0,1.0,1.0,300.0,50.0,2.0,0.0,4.0,100.0,260.0,1654.0,0.0,0.0
2108533.0,-33.8827521,151.2206268,2.0,1.0,1.0,1.0,500.0,60.0,4.0,249.0,2.0,90.0,169.0,1662.0,1.0,0.0
2111896.0,-33.86859536,151.2039908,6.0,1.0,0.0,3.0,300.0,80.0,4.0,312.0,114.0,85.0,165.0,1652.0,0.0,0.0
2112330.0,-33.91614087,151.2485453,2.0,1.0,1.0,2.0,0.0,75.0,3.0,345.0,31.0,98.0,175.0,2529.0,1.0,0.0
2116212.0,-33.86666229,151.1890941,2.0,1.0,1.0,1.0,500.0,35.0,1.0,0.0,103.0,96.0,144.0,1650.0,1.0,0.0
2118752.0,-33.9457981,151.2549483,2.0,1.0,1.0,1.0,300.0,20.0,1.0,80.0,13.0,93.0,80.0,2010.0,1.0,0.0
2124282.0,-33.79961511,151.2722445,2.0,1.0,1.0,1.0,300.0,15.0,4.0,173.0,15.0,99.0,70.0,1648.0,1.0,1.0
2124681.0,-33.91035934,151.2532645,4.0,2.0,2.0,2.0,500.0,155.0,2.0,42.0,10.0,92.0,214.0,1648.0,1.0,0.0
2124873.0,-33.91430222,151.2457418,4.0,1.0,2.0,2.0,300.0,60.0,1.0,0.0,2.0,94.0,189.0,1876.0,1.0,0.0
2128408.0,-33.87565523,151.2330649,2.0,1.0,1.0,1.0,500.0,50.0,3.0,0.0,0.0,96.0,130.0,2260.0,0.0,0.0
2128508.0,-33.87781664,151.2332398,7.0,2.0,4.0,5.0,300.0,130.0,3.0,0.0,3.0,100.0,406.0,1647.0,0.0,0.0
2131817.0,-33.83891448,151.226748,2.0,1.0,1.0,1.0,300.0,30.0,7.0,0.0,17.0,98.0,91.0,1646.0,1.0,0.0
2136197.0,-33.8885946,151.2655372,2.0,1.0,1.0,1.0,300.0,80.0,1.0,0.0,1.0,100.0,250.0,1644.0,1.0,0.0
2136456.0,-33.75360789,151.2860444,2.0,1.0,1.0,1.0,300.0,60.0,4.0,174.0,53.0,97.0,55.0,1644.0,1.0,0.0
2136706.0,-33.94692212,151.2561277,3.0,1.0,1.0,3.0,300.0,20.0,2.0,80.0,13.0,97.0,100.0,2010.0,1.0,0.0
2136796.0,-33.79548936,151.2677738,2.0,1.0,1.0,1.0,300.0,60.0,7.0,0.0,1.0,100.0,139.0,1644.0,1.0,0.0
2138076.0,-33.57839904,151.1318062,6.0,2.5,3.0,3.0,300.0,60.0,7.0,365.0,1.0,100.0,750.0,1946.0,1.0,0.0
2142898.0,-33.87863758,151.1607702,2.0,1.0,1.0,1.0,200.0,20.0,5.0,0.0,106.0,93.0,60.0,1739.0,0.0,1.0
2142918.0,-33.90255037,151.2612445,2.0,1.0,1.0,1.0,200.0,20.0,7.0,0.0,0.0,96.0,139.0,1642.0,1.0,0.0
2142952.0,-33.79173759,151.2845398,2.0,1.0,1.0,1.0,130.0,75.0,4.0,90.0,5.0,95.0,85.0,1661.0,1.0,0.0
2145594.0,-33.89058346,151.2711177,2.0,1.0,1.0,2.0,800.0,70.0,2.0,204.0,0.0,96.0,80.0,2161.0,0.0,0.0
2147609.0,-33.86959818,151.226477,2.0,1.0,1.0,1.0,300.0,25.0,2.0,363.0,35.0,97.0,94.0,2178.0,1.0,1.0
2150203.0,-33.74273789,151.1967072,5.0,1.0,1.0,3.0,400.0,60.0,5.0,89.0,1.0,80.0,109.0,1611.0,0.0,0.0
2150409.0,-33.88843603,151.2691371,2.0,1.0,1.0,1.0,500.0,30.0,7.0,363.0,1.0,60.0,299.0,1645.0,1.0,0.0
2150787.0,-33.79302541,151.2820528,2.0,1.0,1.0,1.0,200.0,50.0,3.0,361.0,91.0,92.0,135.0,1611.0,0.0,0.0
2151895.0,-33.80195034,151.2869774,1.0,1.0,1.0,1.0,300.0,20.0,1.0,0.0,0.0,96.0,260.0,1656.0,1.0,0.0
2156473.0,-33.88156593,151.2208255,2.0,1.0,1.0,1.0,140.0,18.0,1.0,146.0,52.0,100.0,104.0,2120.0,1.0,0.0
2160280.0,-33.88065125,151.2130073,4.0,2.0,4.0,3.0,599.0,149.0,10.0,358.0,4.0,100.0,250.0,1925.0,1.0,0.0
2160836.0,-33.88930795,151.2698537,2.0,1.0,1.0,1.0,300.0,70.0,2.0,288.0,134.0,94.0,173.0,1552.0,1.0,0.0
2161945.0,-33.94549936,151.2556956,15.0,2.0,4.0,10.0,300.0,180.0,1.0,163.0,145.0,88.0,340.0,2010.0,1.0,0.0
2170953.0,-33.6952971,151.2885078,4.0,1.0,2.0,2.0,500.0,100.0,85.0,96.0,10.0,93.0,150.0,2256.0,1.0,0.0
2171123.0,-33.89159469,151.198713,2.0,2.0,1.0,1.0,150.0,15.0,1.0,48.0,50.0,97.0,82.0,2438.0,1.0,1.0
2172412.0,-33.87567864,151.2313764,4.0,1.0,1.0,2.0,500.0,60.0,2.0,42.0,64.0,90.0,130.0,1718.0,0.0,0.0
2172427.0,-33.88198606,151.1701095,2.0,1.0,1.0,1.0,300.0,60.0,7.0,0.0,3.0,100.0,37.0,1461.0,0.0,0.0
2172438.0,-33.9000322,151.267298,8.0,4.5,4.0,5.0,1000.0,200.0,7.0,186.0,7.0,100.0,750.0,1461.0,1.0,0.0
2177795.0,-33.89000443,151.2689627,2.0,1.0,1.0,1.0,300.0,80.0,1.0,0.0,7.0,90.0,57.0,1666.0,1.0,0.0
2182454.0,-33.90306004,151.1831988,2.0,1.0,1.0,1.0,150.0,30.0,2.0,0.0,27.0,96.0,135.0,1430.0,1.0,0.0
2183350.0,-33.59987961,151.3172753,2.0,1.0,1.0,1.0,300.0,60.0,1.0,361.0,80.0,98.0,285.0,1769.0,1.0,0.0
2183999.0,-33.88639912,151.2319069,5.0,1.0,2.0,2.0,0.0,130.0,2.0,147.0,154.0,90.0,200.0,2687.0,1.0,0.0
2194102.0,-33.88761106,151.2721668,5.0,3.0,3.0,3.0,2000.0,160.0,12.0,0.0,0.0,96.0,800.0,1369.0,1.0,0.0
2194514.0,-33.89378111,151.2596309,2.0,1.0,1.0,1.0,300.0,60.0,1.0,361.0,1.0,100.0,100.0,1338.0,0.0,0.0
2194559.0,-33.89191441,151.2606415,2.0,1.0,1.0,1.0,250.0,30.0,5.0,187.0,7.0,96.0,119.0,1938.0,1.0,0.0
2194591.0,-33.8921363,151.259751,2.0,1.0,1.0,1.0,300.0,60.0,1.0,364.0,0.0,96.0,70.0,1338.0,0.0,0.0
2198282.0,-33.92084365,151.2490522,4.0,1.0,2.0,2.0,300.0,80.0,7.0,0.0,2.0,80.0,235.0,1338.0,1.0,0.0
2198473.0,-33.78402823,151.2510357,6.0,2.5,3.0,4.0,0.0,150.0,7.0,0.0,2.0,100.0,375.0,2472.0,1.0,0.0
2198661.0,-33.87536667,151.2237088,2.0,1.0,1.0,1.0,700.0,100.0,7.0,0.0,2.0,100.0,300.0,1369.0,1.0,0.0
2198726.0,-33.80209041,151.2903948,2.0,1.0,1.0,1.0,150.0,15.0,2.0,0.0,36.0,96.0,80.0,1491.0,1.0,0.0
2202984.0,-33.76341773,151.2500389,8.0,2.0,4.0,6.0,990.0,149.0,5.0,16.0,7.0,89.0,189.0,1308.0,1.0,0.0
2203193.0,-33.89719658,151.2438684,6.0,2.0,4.0,5.0,1000.0,60.0,7.0,0.0,1.0,100.0,350.0,1786.0,1.0,0.0
2210285.0,-33.65090766,151.3110184,2.0,1.0,1.0,1.0,150.0,0.0,2.0,365.0,6.0,97.0,94.0,1630.0,0.0,0.0
2211209.0,-33.89466065,151.1847355,1.0,2.0,1.0,1.0,300.0,30.0,4.0,343.0,37.0,96.0,80.0,2640.0,1.0,1.0
2211585.0,-33.87531706,151.218364,2.0,1.0,1.0,1.0,300.0,30.0,2.0,284.0,191.0,97.0,130.0,1629.0,1.0,1.0
2212134.0,-33.77123734,151.2571902,10.0,3.0,5.0,10.0,0.0,250.0,7.0,352.0,3.0,100.0,700.0,1338.0,1.0,0.0
2212520.0,-33.88925053,151.1799792,2.0,1.0,1.0,1.0,600.0,60.0,28.0,0.0,1.0,100.0,120.0,1732.0,0.0,0.0
2216956.0,-33.79800885,151.2801058,6.0,1.0,2.0,5.0,1000.0,95.0,119.0,0.0,8.0,98.0,300.0,1629.0,1.0,0.0
2222028.0,-33.88779889,151.2443643,4.0,1.0,2.0,2.0,1000.0,80.0,30.0,0.0,8.0,95.0,200.0,1628.0,1.0,0.0
2222844.0,-33.87197388,151.2241807,2.0,2.0,1.0,1.0,200.0,22.0,2.0,25.0,65.0,93.0,57.0,1628.0,0.0,0.0
2223142.0,-33.88993076,151.2842504,4.0,2.0,2.0,2.0,500.0,100.0,7.0,31.0,12.0,100.0,375.0,1628.0,1.0,0.0
2223872.0,-33.65322297,150.9236065,4.0,1.5,2.0,2.0,300.0,60.0,1.0,365.0,0.0,96.0,120.0,1627.0,1.0,0.0
2224179.0,-33.90313593,151.1677315,1.0,1.0,1.0,1.0,120.0,10.0,1.0,365.0,0.0,96.0,120.0,1627.0,0.0,0.0
2228534.0,-33.92016121,151.2459253,4.0,1.0,2.0,2.0,500.0,120.0,4.0,364.0,20.0,96.0,225.0,1865.0,1.0,0.0
2228671.0,-33.89053061,151.2616636,4.0,1.0,2.0,3.0,300.0,60.0,3.0,178.0,1.0,100.0,250.0,1627.0,0.0,0.0
2230027.0,-33.8412123,151.2242317,2.0,1.0,1.0,1.0,220.0,0.0,3.0,0.0,75.0,93.0,80.0,1868.0,1.0,0.0
2230468.0,-33.84662834,151.2112632,2.0,1.0,0.0,1.0,300.0,50.0,4.0,0.0,6.0,87.0,110.0,1626.0,0.0,0.0
2239063.0,-33.87352394,151.2168488,1.0,1.5,1.0,1.0,0.0,0.0,1.0,244.0,341.0,97.0,105.0,2184.0,1.0,1.0
2242569.0,-33.88789015,151.2069609,4.0,1.0,1.0,1.0,350.0,40.0,4.0,173.0,12.0,90.0,159.0,1624.0,0.0,0.0
2243208.0,-33.89930625,151.2119085,2.0,1.0,1.0,1.0,300.0,35.0,1.0,56.0,113.0,96.0,84.0,2332.0,1.0,0.0
2243639.0,-33.84379026,151.2282472,6.0,2.0,2.0,2.0,900.0,110.0,1.0,95.0,26.0,99.0,625.0,2022.0,1.0,0.0
2243800.0,-33.80633222,151.1764035,2.0,1.0,1.0,1.0,130.0,40.0,1.0,0.0,45.0,98.0,47.0,2525.0,1.0,0.0
2244542.0,-33.78768391,151.2875811,2.0,2.0,1.0,1.0,200.0,60.0,2.0,156.0,90.0,97.0,98.0,1963.0,1.0,1.0
2245452.0,-33.59427036,151.3201305,7.0,2.0,3.0,5.0,1000.0,300.0,2.0,363.0,11.0,92.0,894.0,1821.0,1.0,0.0
2249881.0,-33.83286812,151.2034638,2.0,2.5,1.0,1.0,150.0,35.0,1.0,139.0,141.0,94.0,85.0,1624.0,1.0,0.0
2256529.0,-33.87291129,151.2261677,2.0,1.0,1.0,1.0,500.0,60.0,1.0,0.0,0.0,96.0,200.0,2144.0,0.0,0.0
2257635.0,-33.88988026,151.1869298,2.0,0.0,1.0,2.0,150.0,60.0,1.0,0.0,7.0,89.0,62.0,1630.0,1.0,0.0
2262704.0,-33.73781067,150.9671479,2.0,1.0,1.0,2.0,300.0,60.0,1.0,0.0,0.0,96.0,120.0,1621.0,0.0,0.0
2267570.0,-33.8937839,151.1983857,2.0,1.0,1.0,1.0,0.0,25.0,2.0,52.0,196.0,96.0,76.0,1630.0,1.0,1.0
2269094.0,-33.8814483,151.2019964,3.0,1.0,1.0,1.0,500.0,60.0,7.0,22.0,18.0,88.0,150.0,1620.0,1.0,0.0
2269464.0,-33.79619237,151.2695614,5.0,1.5,3.0,3.0,300.0,60.0,4.0,0.0,3.0,93.0,150.0,2596.0,1.0,0.0
2274007.0,-33.90140109,151.2055143,1.0,1.0,1.0,1.0,150.0,50.0,5.0,363.0,4.0,95.0,92.0,1992.0,1.0,0.0
2274843.0,-33.92463682,151.2562801,5.0,1.0,2.0,5.0,500.0,60.0,3.0,52.0,139.0,99.0,250.0,1618.0,1.0,1.0
2276845.0,-33.89253796,151.2698624,2.0,1.0,1.0,1.0,300.0,60.0,1.0,335.0,23.0,96.0,161.0,2120.0,1.0,0.0
2278007.0,-33.83730889,151.2370917,2.0,1.0,0.0,1.0,300.0,250.0,180.0,0.0,5.0,95.0,130.0,1702.0,1.0,0.0
2278652.0,-33.89881605,151.1803823,2.0,0.5,1.0,1.0,0.0,0.0,3.0,336.0,58.0,96.0,63.0,1618.0,0.0,1.0
2278813.0,-33.8281774,151.2297861,2.0,1.0,1.0,1.0,500.0,110.0,1.0,309.0,98.0,95.0,130.0,1618.0,1.0,0.0
2284144.0,-33.87652442,151.1855907,2.0,1.0,1.0,1.0,1595.0,90.0,5.0,365.0,0.0,96.0,275.0,1784.0,1.0,0.0
2285490.0,-33.87692734,151.2136363,2.0,1.0,1.0,1.0,200.0,60.0,1.0,25.0,126.0,97.0,148.0,1624.0,1.0,0.0
2291332.0,-33.80054432,151.2375243,2.0,1.0,1.0,1.0,300.0,60.0,1.0,67.0,1.0,100.0,158.0,1616.0,0.0,0.0
2291780.0,-33.90669831,151.1820771,5.0,2.0,2.0,3.0,200.0,125.0,2.0,257.0,92.0,96.0,167.0,1616.0,0.0,1.0
2292211.0,-33.74111548,151.2899266,4.0,1.0,2.0,2.0,300.0,80.0,5.0,134.0,44.0,95.0,100.0,1616.0,1.0,1.0
2298142.0,-33.92083684,151.2445525,2.0,1.0,1.0,1.0,250.0,50.0,5.0,363.0,8.0,98.0,125.0,1865.0,1.0,0.0
2299737.0,-33.86883042,151.2033058,2.0,1.0,1.0,1.0,300.0,60.0,1.0,349.0,28.0,84.0,219.0,1614.0,0.0,0.0
2304919.0,-33.96188467,151.0704395,5.0,2.0,3.0,4.0,0.0,10.0,3.0,185.0,3.0,93.0,76.0,1938.0,0.0,0.0
2304942.0,-33.8883643,151.1505463,2.0,1.0,1.0,1.0,300.0,60.0,2.0,362.0,39.0,99.0,125.0,1614.0,1.0,0.0
2311377.0,-33.90253396,151.263677,1.0,1.0,1.0,1.0,300.0,45.0,3.0,1.0,125.0,98.0,38.0,1612.0,0.0,1.0
2312559.0,-33.83841954,151.1956578,8.0,2.0,4.0,5.0,300.0,180.0,2.0,365.0,2.0,100.0,950.0,1821.0,1.0,0.0
2315760.0,-33.82762497,151.2377956,8.0,3.0,4.0,4.0,2000.0,350.0,7.0,364.0,1.0,100.0,850.0,1612.0,0.0,0.0
2316066.0,-33.75568855,151.2839232,5.0,2.0,2.0,4.0,250.0,100.0,7.0,241.0,10.0,96.0,179.0,1616.0,1.0,0.0
2316144.0,-33.90905831,151.2592802,7.0,3.0,3.0,5.0,600.0,125.0,7.0,194.0,6.0,96.0,395.0,1737.0,0.0,0.0
2316339.0,-33.88651099,151.2588699,4.0,1.0,3.0,3.0,1000.0,100.0,5.0,0.0,2.0,100.0,200.0,2153.0,1.0,0.0
2321397.0,-33.8853369,151.2683244,1.0,1.0,1.0,1.0,200.0,60.0,2.0,363.0,0.0,96.0,170.0,2096.0,0.0,0.0
2326607.0,-33.79085802,151.2801091,8.0,3.0,5.0,6.0,1000.0,200.0,5.0,346.0,14.0,93.0,700.0,2640.0,1.0,0.0
2327229.0,-33.87504333,151.2208267,2.0,1.0,1.0,1.0,300.0,70.0,3.0,28.0,127.0,97.0,135.0,1911.0,1.0,1.0
2332273.0,-33.89549508,151.1982249,1.0,1.0,1.0,1.0,300.0,60.0,1.0,0.0,0.0,96.0,70.0,1582.0,0.0,0.0
2332541.0,-33.88756892,151.2674694,2.0,1.0,1.0,1.0,0.0,99.0,10.0,19.0,5.0,87.0,98.0,1582.0,1.0,0.0
2332609.0,-33.88757137,151.2795709,1.0,1.0,1.0,1.0,250.0,60.0,4.0,320.0,42.0,93.0,61.0,1582.0,1.0,0.0
2332788.0,-33.71836669,151.2974513,3.0,1.0,1.0,1.0,300.0,75.0,5.0,39.0,14.0,92.0,98.0,1854.0,0.0,0.0
2332914.0,-33.94686279,151.1984408,2.0,1.0,1.0,1.0,300.0,60.0,7.0,0.0,0.0,96.0,60.0,2402.0,0.0,0.0
2333966.0,-33.89455538,151.2721681,6.0,1.0,3.0,3.0,1000.0,200.0,10.0,197.0,4.0,85.0,401.0,1551.0,0.0,0.0
2335135.0,-33.89641002,151.2738323,4.0,1.0,2.0,2.0,900.0,150.0,7.0,55.0,6.0,96.0,451.0,1551.0,1.0,0.0
2339516.0,-33.88076795,151.2159609,2.0,1.0,0.0,1.0,300.0,20.0,3.0,201.0,269.0,93.0,105.0,2023.0,0.0,0.0
2340068.0,-33.88405276,151.212175,2.0,1.0,1.0,1.0,500.0,75.0,2.0,170.0,74.0,97.0,109.0,1889.0,1.0,1.0
2341107.0,-33.75319462,151.2932188,2.0,1.5,1.0,1.0,300.0,60.0,1.0,0.0,6.0,97.0,85.0,1521.0,1.0,0.0
2346011.0,-33.87523963,151.2206606,4.0,1.0,1.0,4.0,150.0,20.0,7.0,0.0,0.0,96.0,120.0,1521.0,0.0,0.0
2347070.0,-33.91274466,151.2607786,6.0,2.0,3.0,3.0,500.0,150.0,5.0,20.0,18.0,97.0,380.0,1490.0,1.0,1.0
2350679.0,-33.8771057,151.2085486,2.0,2.5,2.0,1.0,500.0,75.0,9.0,61.0,1.0,100.0,161.0,1619.0,1.0,0.0
2352842.0,-33.92374134,151.254727,4.0,1.0,2.0,3.0,700.0,150.0,5.0,251.0,20.0,96.0,189.0,1460.0,1.0,0.0
2352963.0,-33.82909679,151.1971814,6.0,2.5,3.0,3.0,300.0,80.0,3.0,1.0,18.0,94.0,160.0,2011.0,1.0,0.0
